COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
GREAT BRITAIN,GERMANY,LINGEN,52.53,7.33,2/12/1943,RY WORK SHOPS,R.R. MANUFACTURING WORKS AND ROUNDHOUSES
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,11/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,BOIS DE LA HAIE,,,7/17/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,2/20/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,FERFAY,50.52,2.42,7/25/1944,TOWN AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,ERKENSCHWICK,52.63,7.25,1/15/1945,BENZOL PLANT,CHEMICAL PLANTS
GREAT BRITAIN,FRANCE,BOULOGNE,46.79,-1.32,2/7/1941,DOCKS,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,NURNBERG,49.45,11.08,8/28/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,PERUGIA,43.12,12.38,1/7/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,9/2/1941,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,CONCHES,48.97,0.95,12/25/1941,BEACON,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,7/7/1941,OIL IOSTALLATIONS,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,HUNGARY,KISKORE,47.52,20.5,9/21/1944,RR BRIDGE,BRIDGES
USA,ITALY,NAPLES,40.67,14,3/1/1943,HARBOR,PORTS AND HARBORS
USA,AUSTRIA,VIENNA,48.2,16.37,1/21/1945,OIL DEPOT,OIL STORAGE FACILITIES AND OTHER OIL INSTALLATIONS
USA,ITALY,FOGGIA,41.45,15.55,8/25/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,STUTTGART,48.78,9.18,12/21/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,BLECHHAMMER,50.33,18.3,9/13/1944,OIL REFINERY SYNTHETIC,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,5/9/1941,DOCKS CANALS BARGES,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,4/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WESERMUENDE,53.08,8.72,5/6/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,PFORZHEIM,48.9,8.7,10/18/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,GENOA,44.4,8.95,7/24/1944,SUBPENS,SUBMARINE PENS AND YARDS
USA,ITALY,AVISIO,46.28,11.42,5/24/1944,VIADUCT,BRIDGES
USA,ITALY,45 20 N 010 20 E,45.33,10.33,4/25/1945,RR CARS,MOVING TRAINS & ROLLING STOCK
GREAT BRITAIN,GERMANY,WORMS,49.63,8.37,12/2/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,UNKNOWN,,,10/2/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BREMERHAVEN,53.55,8.58,5/8/1941,INDUSTRIAL AREA,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,AUSTRIA,KLAGENFURT,46.63,14.3,10/25/1944,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,FRANCE,ORLY,48.73,2.4,11/7/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,TRIER,49.77,6.65,12/21/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 011 20 E,45,11.33,3/28/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,SYLT ISLAND,54.9,8.28,10/13/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MUNCHEN GLADBACH,51.2,6.42,2/20/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 011 00 E,45,11,3/17/1945,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,2/19/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,OBERHAUSEN,48.39,10.88,10/10/1940,GUTE STEEL WKS,"""IRON AND STEEL PRODUCTION FACILITIES",  BLAST FURNACES,  BOILER SHOPS,  FORGES,  FOUNDRIES, STEEL WORKS,"  ROLLING-MILLS """
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,7/24/1941,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,BRUCINE,43.47,11.63,5/28/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,2/25/1941,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,COBLENZ,50.35,7.6,11/28/1940,AIR DROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SOESTERBERG,52.12,5.3,8/6/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,VILLA PEROSA,44.95,7.2,11/9/1943,BALL BEARINGS WORKS,BEARINGS MFG. PLANTS
GREAT BRITAIN,GERMANY,RHEINE,52.3,7.43,10/1/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 00 N 008 40 E,45,8.67,4/20/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
USA,ITALY,44 20 N 009 40 E,44.33,9.67,4/16/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,LEIPZIG,51.33,12.38,9/7/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,DINAN,48.45,-2.03,6/8/1944,BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,8/29/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,ST SYLVESTRE,46,1.38,8/3/1944,V WEAPON SITE,V - WEAPON LAUNCHING SITES
GREAT BRITAIN,GERMANY,AACHEN,50.78,6.08,7/3/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,BOURRON,48.35,2.7,8/18/1944,FUEL DUMP,SUPPLY DUMPS AND WAREHOUSES
USA,YUGOSLAVIA,BAJA,46.18,18.97,9/21/1944,RR BRIDGE,BRIDGES
USA,ITALY,44 40 N 011 00 E,44.67,11,4/22/1945,TANKS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ENSCHEDE,52.3,6.88,2/25/1944,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,CREMONA,45.13,10.03,4/25/1945,FERRY POINT,PORTS AND HARBORS
USA,TUNISIA,LA FAUCONNERIE,35,10.17,4/1/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,45 20 N 011 40 E,45.33,11.67,3/28/1945,RR BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,CAP GRIS NEZ,50.87,1.58,8/30/1940,GUN POSITIONS,GUN EMPLACEMENTS
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,4/8/1942,DOCKS BARGES SHIPPING,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,OSNABRUCK,52.28,8.05,4/12/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,9/23/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,FRANKFURT AM MAIN,50.1,8.67,1/8/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,AUSTRIA,GRAZ,47.07,15.43,2/14/1945,BRIDGE,BRIDGES
USA,FRANCE,COCOVE,50.83,2.07,12/24/1943,V WEAPON SITE,V - WEAPON LAUNCHING SITES
GREAT BRITAIN,GERMANY,HAMM,51.67,7.8,10/23/1940,SEARCHLIGHT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,ITALY,FOLIGNO,42.95,12.72,3/18/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,JEVER,53.6,7.9,10/29/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,CAEN,49.18,-0.37,8/10/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,11/9/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,BLUMENTHAL,53.2,8.63,12/13/1944,DEFENDED VILLAGE,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,ITALY,CASALEGGIO,44.47,11.28,6/16/1944,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,LEER,53.25,7.47,1/14/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,6/24/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,9/20/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,YUGOSLAVIA,SKOPLJE,42,21.47,1/10/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,FORET DE NIEPPE,50.67,2.57,7/31/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,LANDSHUT,48.45,12.17,3/13/1945,LOCOMOTIVE,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,12/28/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,SAN AMBROGIO,44.35,9.25,12/10/1944,TUNNEL,TUNNELS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,5/18/1941,RAILROAD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,11/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,ADRANO,37.65,14.85,8/6/1943,TROOPS,TROOP CONCENTRATIONS
USA,GERMANY,GOTTINGEN,50.88,8.77,1/1/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,LECHFELD,48.17,10.87,11/15/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,7/8/1941,T A NAVAL BARRACKS,TROOP CONCENTRATIONS
GREAT BRITAIN,GERMANY,BONN,50.73,7.07,12/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,BELGIUM,ANTWERP,51.22,4.42,11/27/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,5/5/1941,HARBOR,PORTS AND HARBORS
USA,ITALY,SANTA LUCIA,45.05,11,12/2/1943,GUN POSITION,GUN EMPLACEMENTS
USA,ITALY,PORTO CORSINI,44.48,12.28,7/14/1944,FUEL DUMP,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,DINSLAKEN,51.55,6.72,8/31/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BOCHUM,51.52,7.2,12/30/1944,GELSENKIRCHENER A G FU,"""PUBLIC UTILITIES - ELECTRIC LIGHT AND POWER COMPANIES",  GAS COMPANIES, TELEPHONE COMPANIES,"  WATER COMPANIES.  """
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,5/4/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,KASSEL,51.32,9.47,3/20/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,MANNHEIM,49.48,8.47,10/29/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,SCHIEDAM,51.9,4.38,5/8/1941,DOCK AREA,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,LEER,53.25,7.47,1/2/1941,RAILWAY JUNCTION,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,BREMEN,53.08,8.72,11/25/1943,K F BORGWARD A G,VEHICLE MFG. PLANTS
GREAT BRITAIN,GERMANY,HAMBURG,53.55,10,8/2/1941,PORT AREA,PORTS AND HARBORS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,AMSTERDAM,52.38,4.92,10/12/1940,FECKER A C FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS
GREAT BRITAIN,FRANCE,ST NAZAIRE,47.28,-2.2,3/10/1941,HARBOR INSTALLATION,PORTS AND HARBORS
USA,ITALY,ALBINIA,42.5,11.22,6/7/1944,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,FRANCE,ORLEANS,47.9,1.9,8/19/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,AUSTRIA,46 40 N 013 20 E,46.67,13.33,11/22/1944,RR BRIDGE,BRIDGES
USA,ITALY,UNKNOWN,,,9/3/1943,TROOP CONCENTRATION,TROOP CONCENTRATIONS
USA,GERMANY,UNKNOWN,,,1/15/1943,BRIDGE,BRIDGES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,ALKMAAR,52.63,4.77,8/20/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,9/26/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,12/3/1940,INLAND PORT,PORTS AND HARBORS
USA,ITALY,BENEVENTO,41.13,14.75,10/1/1943,BRIDGE,BRIDGES
USA,ITALY,ORTE,42.47,12.4,2/6/1944,ROAD BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,EMMERICH,51.82,6.25,11/26/1940,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,TUNISIA,GAFSA,34.4,8.75,3/23/1943,ROAD,HIGHWAYS AND VEHICLES
USA,ITALY,SAN AMBROGIO,44.35,9.25,12/2/1943,TOWN,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,4/12/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,SAINGHIN,50.59,3.17,6/22/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,BARGA,44.07,10.5,9/11/1944,TACTICAL TGT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,ITALY,FLORENCE,43.77,11.25,9/9/1944,TACTICAL TGT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
USA,GERMANY,UNKNOWN,45.95,7.97,8/14/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,CASERTA,41.07,14.33,8/28/1943,MARSHALL YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,CIVITAVECCHIA,42.1,11.78,5/12/1944,TACTICAL TARGETS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,10/14/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUISBERG,51.43,6.75,4/6/1944,INDUSTRIAL TARGETS,MANUFACTURING INSTALLATIONS (NOT SPECIFICALLY IDENTIFIED BELOW FROM CLASS 11 THROUGH 59)
USA,AUSTRIA,KLAGENFURT,46.63,14.3,11/25/1944,RR,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,ESSEN,51.43,7,3/26/1943,BUILDINGS,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LEVERKUSEN,51.02,7,12/10/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,HOLLAND OR NETHERLANDS,DEELEN,52.1,5.88,9/3/1944,AD,AIR FIELDS AND AIRDROMES
USA,GERMANY,MUNSTER,50.13,8.46,3/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,FRANCE,BEAUVAIS,49.43,-2.08,5/22/1944,TILLIE A D,AIR FIELDS AND AIRDROMES
USA,FRANCE,BOIS DES HUITPUES,,,4/20/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ROMANIA,FOCSANI,45.7,27.22,6/11/1944,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KEMPTEN,47.72,10.3,11/3/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,CAP GRIS NEZ,50.87,1.58,12/11/1940,GUN POSITIONS,GUN EMPLACEMENTS
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,1/13/1941,HARBOR,PORTS AND HARBORS
GREAT BRITAIN,FRANCE,CHERBOURG,49.63,-1.62,10/7/1940,DOCKS BARGES SHIPPING,PORTS AND HARBORS
USA,ITALY,45 40 N 011 20 E,45.67,11.33,4/16/1945,STATIONARY LIGHT,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,5/15/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DUISBURG,51.43,6.75,7/31/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,UNKNOWN,45.95,7.97,7/12/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,ANCONA,43.62,13.52,6/10/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,LES BUISSONS,49.87,1.62,8/13/1944,FUEL STORAGE,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,GELSENKIRCHEN,51.5,7.08,11/16/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,CUXHAVEN,53.88,8.7,4/17/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,JEVER,53.6,7.9,1/4/1942,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,COLOGNE,50.93,6.95,2/2/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,LEER,53.25,7.47,1/4/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,UNKNOWN,,,8/23/1940,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,43 40 N 011 00 E,43.67,11,1/28/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,CASSINO,41.48,13.82,3/16/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,VANNES,47.72,2.22,2/4/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,HAGEN,51.37,7.47,4/14/1942,BLDG,CITIES TOWNS AND URBAN AREAS
USA,ITALY,45 20 N 009 20 E,45.33,9.33,4/23/1945,AMMO DUMP,SUPPLY DUMPS AND WAREHOUSES
GREAT BRITAIN,GERMANY,DESSAU,51.83,12.23,11/18/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,RUHR,51.28,8.5,6/17/1941,RAILWAY LINES,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,10/1/1941,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,UNKNOWN,,,10/8/1940,AIRDROME,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,KARLSRUHE,49.02,8.38,10/1/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,CZECHOSLOVAKIA,KLATOVY,49.38,13.3,4/20/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,BASDORF,52.72,13.45,3/22/1944,B M W A C ENGINES,ENGINE PLANTS
USA,ITALY,BOLZANO,46.52,11.37,2/28/1945,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BRECHEN,50.35,8.2,8/1/1940,HIGHWAY,HIGHWAYS AND VEHICLES
USA,AUSTRIA,MATZLEINSDORF,48.18,16.35,2/8/1945,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,ITALY,45 40 N 011 20 E,45.67,11.33,4/16/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,HOMBERG,51.47,6.63,1/9/1941,GEWERKSCHAFT COKING PL,CHEMICAL PLANTS
USA,ITALY,44 40 N 010 20 E,44.67,10.33,4/14/1945,PONTOONS,TACTICAL TARGETS: (UNIDENTIFIED OR NOT LISTED BELOW)
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,8/25/1943,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,46 20 N 014 00 E,46.33,14,8/8/1944,AMMO DEPOT,SUPPLY DUMPS AND WAREHOUSES
USA,ITALY,PINZANO,46.2,12.93,7/13/1944,RR BRIDGE,BRIDGES
GREAT BRITAIN,GERMANY,KASSEL,51.32,9.47,9/27/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,STETTIN,53.42,14.57,9/19/1944,MAIN RAILWAY,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,8/19/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,3/13/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,BRUCINE,43.47,11.63,6/12/1944,BRIDGE,BRIDGES
USA,ITALY,UNKNOWN,,,12/15/1944,ROAD,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,WANNE EICKEL,51.52,7.17,2/2/1945,SYN OIL KRUPP TRBSTFWR,SYNTHETIC OIL REFINERIES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,8/7/1940,SUB YARDS,SUBMARINE PENS AND YARDS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,3/23/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,BREMEN,53.08,8.72,12/22/1942,BRIDGE,BRIDGES
GREAT BRITAIN,BELGIUM,ZEEBRUGGE,51.32,3.2,9/17/1940,DOCKS CANALS BARGES,PORTS AND HARBORS
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,7/15/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,PALERMO,38.1,13.33,7/18/1943,ROADS,HIGHWAYS AND VEHICLES
GREAT BRITAIN,HOLLAND OR NETHERLANDS,HAARLEM,52.38,4.65,8/24/1940,AIRPORT,AIR FIELDS AND AIRDROMES
GREAT BRITAIN,GERMANY,BERLIN,52.53,13.42,1/2/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,ITALY,FOLIGNO,42.95,12.72,11/22/1943,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,GERMANY,BADEN BADEN,48.75,8.23,7/19/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
USA,GERMANY,UNKNOWN,45.95,7.97,9/9/1944,MARSHALLING YARD,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
GREAT BRITAIN,FRANCE,DUNKERQUE,51.03,2.37,8/17/1941,AIRDROME,AIR FIELDS AND AIRDROMES
USA,GERMANY,AHRWEILER,50.53,7.1,12/23/1944,BRIDGE,BRIDGES
USA,HUNGARY,BEKESCSABA,46.65,21.08,9/21/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,BARFLEUR,49.68,-1.27,5/12/1944,GUN EMPLACEMENT,GUN EMPLACEMENTS
GREAT BRITAIN,GERMANY,EMDEN,53.38,7.22,4/17/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,JUIST,53.68,7.02,3/28/1942,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WILHELMSHAVEN,53.53,8.13,10/9/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,DORTMUND,51.52,7.45,1/22/1945,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,FRANCE,MORLAIX,48.57,-3.83,5/16/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,CATANIA,37.52,15.08,6/13/1943,AIRDROME,AIR FIELDS AND AIRDROMES
USA,ITALY,GENOA,44.4,8.95,7/24/1944,MARSHALLING YARDS,"""RR INSTALLATIONS",  TRACKS,  MARSHALLING YARDS,"  AND STATIONS"""
USA,FRANCE,ILE DE CEZEMBRE,48.67,-2.07,8/31/1944,GUN POSITION,GUN EMPLACEMENTS
USA,GERMANY,AHLEN,51.77,7.88,3/23/1944,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,HANNOVER,52.38,9.73,8/26/1940,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,BELGIUM,CHARLEROI,50.4,4.47,10/24/1941,CITY AREA,CITIES TOWNS AND URBAN AREAS
GREAT BRITAIN,GERMANY,WITTMUND,53.58,7.77,6/25/1942,AIR FIELD,AIR FIELDS AND AIRDROMES
USA,ITALY,44 40 N 008 40 E,44.67,8.67,4/10/1945,MOTOR TRANSPORT,HIGHWAYS AND VEHICLES
GREAT BRITAIN,GERMANY,KIEL,54.33,10.15,4/9/1945,SUB YARDS,SUBMARINE PENS AND YARDS
